,text,A005,A008,A012,A009,A003,A002,A007,A004,A010,A001
5055,"Einer Klettersportlerin den Hintern als wichtigstes optisches Merkmal zuzuweisen, ist schon ziemlich Dings.Allerdings zielen manche Sportler/Sportverbände genau auf derartige fast ausschließlich sexualisierte Attribute. Warum sonst müssen Beachvolley-Sprortlerinnen anziehen, was sie anhaben ?",-1,-1,0,0,-1,0,-1,-1,0,-1
5056,"Bei einer KletterIn ist das, was man Filmen kann, aber schon begrenzt und in den meisten Einstellungen wird man auch den Hintern drauf haben. Man kann es auch übertreiben. Soll er ihren Hinterkopf filmen. Aber da könnte man ja Emotionen und die Anspannung sehen und das könnte dann schon dem Orgasmusgesicht ähneln. Reinste Pornographie. Die Füße am Stand? Hättens wohl gerne, die Fußfetischisten. Die Hände am Griff? Da könnt man doch eingeladen fühlen, beim Masturbieren daran zu denken, es wäre ihre Hand. Am Besten nur noch im Radio übertragen. Wie auch Ski Rennen. Enge Rennanzüge sind sittlich bedenklich und dann auch noch die Hockestellung, bei der der Hintern rausgestreckt wird und man an  Doggy-Style erinnert wird. Nur den Helm filmen?",-1,-1,2,4,-1,2,-1,-1,3,-1
5057,Vielleicht sollten wir einmal bei der Emma 48 anrufen? Falls die dort überhaut zum Telefon gehen.,-1,-1,0,0,-1,0,-1,-1,0,-1
5058,"aber halt nicht unbewusst im fernsehen.gibt genug beispiele wo das funktioniert: z.b. im tennis, oder zuletzt alica schmidt - die braucht nicht mehr arbeiten.sex sells. damen nutzen es aus - GANZ was neues",-1,-1,2,2,-1,2,-1,-1,2,-1
5059,"""Nach dem ersten Versuch Färbers war während eines Zwischenschnitts in Zeitlupe das Gesäß der vor der Boulderwand stehenden Athletin formatfüllend und ohne jeden Zusammenhang mit dem sportlichen Wettkampf zu sehen.""Das würde ich schon reduzieren nennen.",-1,-1,0,0,-1,0,-1,-1,0,-1
5060,"es ist eben falsch  für eine Frau anzunehmen, nur weil sie beruflich erfolgreich ist und es sich daher leisten kann in der Boutique , im Hotel oder im Restaurant anspruchsvoll zu sein, dass sie es sich deshalb  automatisch auch leisten kann bei Männern anspruchsvoller zu sein als zb die Kellnerin von nebenan",-1,-1,2,2,-1,2,-1,-1,1,-1
5061,"""Sexualisierung"" wird nicht ""auferlegt"" , sondern eine Bildsequenz wird von der Sportlerin als solche empfunden.Vermutlich gibt es viele Menschen, die sich beim Schwenk auf das Hinterteil nichts entsprechendes gedacht haben. Dass die Sportlerin protestiert ist legitim. Trotzdem ist sie nicht automatisch im Recht. Wenn sie im Rahmen einer öffentlichen Veranstaltung auftritt, muss sie damit rechnen, dass sie damit die Kontrolle über ihr Bild weitgehend aufgibt.",-1,-1,1,1,-1,1,-1,-1,2,-1
5062,"Sex sells … auch im spitzensport. Kommt doch der sixpack und der hinterm bei wenig Stoff gut zur Geltung. Geh mal in die soz. Netzwerke und schau dir die Bilder von so manchen spitzensportlerinnen an. Da wird viel Köper gezeigt :-) ich verstehe, selbst Kletterer den Punkt, aber die Aufregung ist künstlich",-1,-1,1,2,-1,1,-1,-1,2,-1
5063,"Warum müssen die Brüste einer Frau bei einer Schoko Werbung der Hauptfokus sein? Da gehts nicht nur ums klettern, ist leider fast bei jeder Werbung so",-1,-1,0,0,-1,0,-1,-1,0,-1
5064,"WO bitte sehen sie hier eine Meinung vom Standard? :D In diesem Artikel wird darüber berichtet, dass eine Sportlerin sich empört dass ihr Arsch völlig kontextlos ewig lange in Großaufnahme gezeigt wird ... hier gibt es keine Meinung vom Standard.",-1,-1,0,0,-1,0,-1,-1,0,-1
5065,"völlig d'accord.Obwohl - der fleißige männliche AUSGEBILDETE Bauarbeiter (also so mit Option Vorarbeiter, Vicepolier, Polier, Bauleiter, Baumeister), der wird in seiner SChichte schon gerne gedatet. Einfach weil er meistens als a Junger schlank und bemuskelt ist und dann auch vergleichsweise zu anderen in der selben SChicht gut verdient.",-1,-1,0,0,-1,0,-1,-1,2,-1
5066,"Liedtip der Woche: ""Ich wünsch mir zum Geburtstag einen neuen Vorderzahn"", Cissi Kraner",-1,-1,0,0,-1,0,-1,-1,0,-1
5067,Und warum laufen diese Buben eigentlich nicht in knappen Badehöschen rum?,-1,-1,0,0,-1,0,-1,-1,0,-1
5068,Die Damen wollten aber leider nicht,-1,-1,0,0,-1,0,-1,-1,0,-1
5069,"""s mochn olle so""ist die Standardantwort. Moral kommt da noch gar ned zum tragen. Is wie bei de Schafe.",-1,-1,0,0,-1,0,-1,-1,0,-1
5070,"Ahahaha geiles Gschichterl! xDUnd all die Argumente die hier in den Kommentaren regelmäßig zu solchen ""Artikeln"" gebracht werden schön ignoriert!Widdewiddewitt Jucheisassa...",-1,-1,0,0,-1,0,-1,-1,0,-1
5071,Logik ! Sowas fotografiert nur ein Mann.,-1,-1,2,0,-1,0,-1,-1,1,-1
5072,Die ist schon zerrissen und zum Drüberstreuen packelns in Graz noch mit einer Tito verehrenden Kommunistin und halten ihren Steigbügel auf den Bürgermeistersessel.,-1,-1,0,0,-1,0,-1,-1,0,-1
5073,"Bitte Kletterinnen nur noch von oben filmen! Oh, wait....",-1,-1,0,1,-1,1,-1,-1,2,-1
5074,Blöde Frage aber von unten sieht man von den kletterern eigentlich eh nur den Arsch?,-1,-1,0,0,-1,0,-1,-1,0,-1
5075,"Erstens was {USER} sagt, auf ihrem Account hat sie die Kontrolle und das ist ein wichtiger Unterschied.Zweitens, auf ihrem Instagram Account ist nicht ein einziges Foto zu finden auf dem nur ihr Hintern zu sehen ist. Was wegen Punkt 1 eh nicht relevant und ausschließlich ihre Sache ist, aber ihr Argument ist eben in jeder Hinsicht hinfällig.",-1,-1,0,0,-1,0,-1,-1,0,-1
5076,"Ich hab ja gefragt, was {USER} damit sagen wollte.Ich weiß, dass natürlich Männer von den Beziehungen ihrer Frauen profitieren. Das Netzwerken FÜR den Mann ist ja eine der traditionellen Pflichten einer guten Hausherrin.",-1,-1,2,1,-1,1,-1,-1,0,-1
5077,Die gesellschaftliche Struktur? Aha. Liegt nicht daran dass Frauen grundsätzlich eher konfliktscheu sind was Vorteile hat aber in Karriere Ellbogen matches halt Nachteile. Hat sicher nix mit biologie zu tun sondern alles natürlich gesellschaftlich. Das weisse toxische patriachat ganz allein nutz wie immer seine geballte macht und gibt den Frauen eines drauf oder?,-1,-1,2,3,-1,1,-1,-1,3,-1
5078,"Ich bin ein schüchterner Mann, und habe eine ebenso schüchterne Schwester. Bei ihr war das nie ein Problem beim kennenlernen, für mich als Mann ist das dagegen ein gewaltiges. Ich hatte in meinen 20ern kein einziges Date.",-1,-1,0,0,-1,0,-1,-1,0,-1
5079,Am besten keinen Frauensport mehr im Fernsehen übertragen. Dann hat sich das Problem erledigt und Sportlerinnen müssen sich nicht mehr veuyoristisch beobachtet fühlen. Aber Frauenkörper sind grundsätzlich Gegenstände männlicher Begierden. Das ist genetisch so festgelegt und sichert das Überleben der Art.,-1,-1,4,3,-1,2,-1,-1,3,-1
5080,... als wäre da ausschließlich der hintern von frau färber im bild gewesen ... ein paar sekunden ... manchmal frag ich mich ob die spezies mensch dank dieser künstlichen prüderie nicht vom aussterben bedroht ist ...,-1,-1,1,1,-1,1,-1,-1,2,-1
5081,"Schlimm auch Beach Volley Ball, wo den Damen vorgeschrieben wird, wie breit das Hoserl sein darf. Und nein, sie muss es nicht akzeptieren und die Werbeindustrie muss sich  umstellen und nicht alles sexualisieren.Und man muss einen Bewerb doch so übertragen können, dass die sportliche Leistung gut zu sehen ist, ohne das die Intimsphäre der Athletin verletzt wird.Und wenn die Leute das geil finden, dann sollen sie auf die Seiten gehen, wo es was für Spanner zu sehen gibt.",-1,-1,0,0,-1,0,-1,-1,0,-1
5082,"Die liebe Frau Rackete hat sich aus Europa zurückgezogen, weil ihr hier zu viele Menschen sind. Eine ganz eine liebe...",-1,-1,0,0,-1,0,-1,-1,0,-1
5083,"Eine, die für irgendeine Firma 60h die Woche hackelt, das Studium in 2 Jahren abgeschlossen hat, und ständig über das Business redet?Oder eine Frau, die vielleicht einfach gern 20h arbeitet, wenig verdient aber dafür mehr Zeit für das Privatleben hat. Die Annahme, dass Karriere bedeutet, dass ein Mensch mehr Erfolg im Leben hat und klüger ist, ist hässlicher Kapitalismus, schön verpackt in diesen amerikanischen „Feminismus“.",-1,-1,0,1,-1,1,-1,-1,0,-1
5084,"Männer haben kein problem wenn Frauen beruflich erfolgreich sind.  Es ist bloß kein  Kriterium um sich zu verlieben.Was wünscht sich ein Mann von einer Frau?dass sie sexuell anziehend für ihn istdass er mit ihr guten Sex haben kanndass er schöne spannende Dinge mit ihr erleben kanndass er sich in ihrer Gesellschaft wohl fühltdass sie ihm eine treue loyale  wohlgesonnene unterstützende Partnerin ist im Lebenund dass sie eine gute Mutter sein wirdwenn sie auch eine glühende Feministin ist, stört das nicht, solange sie nicht allzu penetrant damit versucht beim Mann Schuldgefühle zu provozieren. Aber es ist nichts was aus Perspektive des Mannes für eine glückliche Beziehung notwendig ist",-1,-1,2,1,-1,1,-1,-1,1,-1
5085,Hmm..  dann ists echt komisch. Eventuell sucht vielleicht einfach wirklich eine junge frau eine date mit alten männern. Kommt ja wirklich häufig vor... i/o,-1,-1,0,0,-1,0,-1,-1,1,-1
5086,"wobei Frauen diese besondere Rosine nicht gerne picken, deshalb auch seltener am frühen Herzinfarkt sterben und insgesamt etwas länger leben.",-1,-1,0,0,-1,0,-1,-1,2,-1
5087,"naja - man kann gerne die gegenüber ins extreme eck stellen, umgekehrt sollte man dann aber selbst mit der ""wokeness"" schluss machen bevor man kameras und ki einsetzt um aus dem publikum menschen anzuzeigen/einzusperren (wegen was eigentlich?), die 4sekunden dort hinsehennix anziehen und sich dann über augen anderer aufregen finde ich ungefähr so reif wie ohne regenschirm rausgehen und nass werden oder mit dem fahrad fahren und über fahrtwind schimpfen^^sei froh wennst attraktiv bist - geht auch vorüber wäre mein tipp",-1,-1,2,3,-1,1,-1,-1,3,-1
5088,"frauen wollen so gut wie immer sozial nach oben heiraten, daher haben höhergestellte frauen einen sehr kleinen pool an geduldeten partnern und damit sicherlich schwierigkeiten bei der suche.danke, nächste frage.",-1,-1,2,2,-1,2,-1,-1,2,-1
5089,"Bei erfolgreichen Frauen gilt es nicht nur, niedrige Instinkte zu befriedigen, sondern ihnen auch intellektuell, charakterlich und manierlich auf Augenhöhe zu begegnen. Daraus resultiert, dass manche Männer einfach den Schwanz einziehen.",-1,-1,0,0,-1,0,-1,-1,2,-1
5090,"""Kluge, erfolgreiche heterosexuelle Frauen haben es in der Welt des Datings besonders schwer – weil Männer nun einmal keine Partnerin wollen, neben der sie sich kleiner fühlen.""So a Topfen. Vielmehr ists so, dass diese Frauen schonmal vorweg gefühlt 60-70% der männlichen Bevölkerung keine Chance geben (wollen). Wenn diese Frauen dann auch noch attraktiv sind, erhöht sich das auf 90-95%.Ich war eine Zeit lang ziemlich im online Dating ""aktiv"", hab da auch das eine oder andere Mal diesen Frauentyp kennengelernt. Man wird entweder als 2nd oder 3rd Option eine Zeit lang mitgeschleppt oder - eh besser - man bekommt gleich nachm ersten Date einen Korb.",-1,-1,2,1,-1,1,-1,-1,2,-1
5091,"Vielleicht machen sie es sich schwer und sollten nicht nur versuchen nach oben zu daten.Aber wieso sollte man als Mann erfolglose Frauen lieber wollen? Wenn die Frau das 10 fache von mir verdient und einen verantwortungsvollen und anspruchsvollen Beruf hat, finde ich das umso besser. Ich lerne gerne von erfolgreicheren Menschen.",-1,-1,0,0,-1,0,-1,-1,0,-1
5092,"Es ist verständlich, dass eine Athletin für ihre Leistung ernstgenommen werden möchte.Wenn sich eine Frau dann aber halbnackt im Internet präsentiert und sich später gleichzeitig aufregt, dass sie ""sexualisiert"" wird und es ihr peinlich ist, dass tausende das gesehen haben wird das ganze lächerlich.Hat was von den Frauen, die im Winter mit Minirock herumlaufen, und sich dann empören, dass Leute ihnen hinterher sehen.",-1,-1,2,2,-1,3,-1,-1,2,-1
5093,"Ich kann aus eigener Erfahrung sprechen.Ich hab nichts gegen kluge, erfolgreiche Frauen.Mich interessiert die Karriere von Menschen einfach nicht. Entweder man kann eine schöne Zeit miteinander verbringen oder eben nicht.Das gleiche gilt für emanzipierte Frauen.Leiwand!Nur wenn eine Frau die ganze Zeit krampfhaft zeigen muss, dass sie „emanzipiert“ ist, ist das unheimlich anstrengend.Sich selbst einfach nicht zu ernst nehmen.",-1,-1,0,0,-1,0,-1,-1,0,-1
5094,"Der Hintern muß nicht in den Mittelpunkt gerückt werden. Ich finde z.B. die weibliche Achselhöhle viel erotischer. Die muß aber ebenfalls nicht in den Mittelpunkt gerückt werden. Andere Männer finden  Füsse erotisch - auch die müssen nicht in den Mittelpunkt gerückt werden.Wir sollten uns von der Idee verabschieden, dass Frau vor männlichen Lustgefühlen und Lustgedanken geschützt werden müsse. Dann gibt es nämlich kein Problem mehr mit Kameraeinstellungen - und alles ist gut.",-1,-1,2,1,-1,1,-1,-1,2,-1
5095,jede sportlerin soll vorher bekanntgeben dürfen was von ihr gezeigt erden darf. von johanna färber z.b. nur das gesicht/der kopf.das muss sie sich halt auch mit den sponsoren ausmachen...,-1,-1,2,0,-1,0,-1,-1,0,-1
5096,"Akkordnähen, putzen, Hühner ausnehmen, Alte waschen, name it, da sehe ich wenig Männer. Fließband ist sowieso weiblich. Männer wurden da durch Maschinen ersetzt. Und was ist an einer Baustelle schlecht.",-1,-1,2,0,-1,0,-1,-1,0,-1
5097,"Frau Färber -  Respekt: Vor Ihrer unglaublichen sportlichen Leistung (ich schaff vermutlich nach 25 Jahren Klettern Ihre Aufwärmboulder nicht) und vor Ihrem Mut, sich hier öffentlich zu Wehr setzen.Solidarität - Denn wir kennen die Dynamik der sozialen Medien - wenn eine Frau sich exponiert, insbesonders zum Thema Sexismus, dann wartet die Trollmeute schon um über sie herzufallen. Daher geht entwürdigender Seximus uns alle an und Solidarität auch in den sozialen Medien ist gefragt.",-1,-1,0,0,-1,0,-1,-1,0,-1
5098,"weil ja immer fast alle frauen antworten, die ein mann so über eine dating-plattform anschreibt....da genügt bereits ein schüchternes  ""Hallo"" und schon sind die jungen Damen entzückt und neugierig, welch interessanter typ sie da wohl angeschrieben hat",-1,-1,0,0,-1,0,-1,-1,3,-1
5099,Es gibt halt auch noch Weibchen die mit Freuden Frau sind :-) (War einst der Titel eines Ratgebers für (wirkliche) Frauen :-),-1,-1,3,1,-1,1,-1,-1,3,-1
5100,Wenn Frauen Dates mit Vorstellungsgesprächen verwechseln...,-1,-1,2,1,-1,1,-1,-1,0,-1
5101,"Warum ? Weil alle Männer Schweine sind und nichts anderes wollen als Frauen zu Sexobjekten zu machen? Jetzt mal ehrlich.... (ich hasse mich gerade bei einer so unnötigen Diskussion dabei zu sein...)   im Frühstücksfernsehen wurden als Untermalung zur Story ein männlicher Kletterer gezeigt.  Ich behaupte dass wenn man den Hintern eines Profi-Kletterers"" formatfüllend aufzieht"" (aufgrund der Muskeln) es nur zufällig ""erratbar"" ist ob es sich um einen männlichen oder weiblichen Hintern handelt. Nochmal = Luftstory von ein paar Frauen-Aktivistinnen die alles tun um das Thema am Kochen zu halten. Und wir diskutieren auch noch drüber.....",-1,-1,0,1,-1,2,-1,-1,0,-1
5102,"liegt wohl auch daran, dass erfolgreiche frauen weniger männer potentiell daten würden als erfolglose",-1,-1,1,0,-1,0,-1,-1,1,-1
5103,"Nein, ich glaube dass beruflich erfolgreiche Frauen ein paar typisch männliche Wesenszüge haben die sie ganz einfach sexuell unattraktiv machen, alles rein statistisch natürlich.",-1,-1,2,2,-1,2,-1,-1,2,-1
5104,"Und schon wieder soll der Mann am Unglück der Frau Schuld sein?Oder kann es nicht einfach so sein, dass die ""Kluge, erfolgreiche heterosexuelle Frau"" so hohe Ansprüche nicht nur an sich selbst und ihre Karriere, sondern auch an den perfekten Mann in ihrem Leben stellt, dass sie sich beim Dating selbst im Weg steht?Ich bin ein ""kluger, erfolgreicher, heterosexueller Mann"", und habe entsprechend in meinem Freundes- und Bekanntenkreis sehr viele ""kluge, erfolgreiche, heterosexuelle Frauen"". Aber ganz ehrlich - da sind nur ganz wenige dabei, mit denen man einen lockeren, entspannten Abend verbringen kann. Das hat nichts mit Augenhöhe zu tun, sondern mit Verkrampftheit.(und von wenigen, die locker sind, ist die Hälfte nicht heterosexuell)",-1,-1,2,1,-1,1,-1,-1,1,-1
5105,"Zustimmung. Wenn Frauen eingestellt werden nur um eine Quote zu erfüllen stellt das automatisch die Kompetenz in Zweifel. Das schadet nur allen Frauen die tatsächlich kompetent sind.Ich hatte (bei einem amerikanischen Konzern) mal eine weibliche, schwarze Chefin. Da hab ich mich auch manchmal gefragt ob die nur für die Diversity-Quote eingestellt wurde ...",-1,-1,3,1,-1,2,-1,-1,1,-1
5106,"Ich denke die Regeln diesbezüglich sind derzeit ziemlich okay und lassen viele Freiheiten. Gerade im Teamsport müssen dann natürlich auch Lösungen gefunden werden, mit denen alle glücklich sind. In dem obigen Problemfall mit der Kletterin liegt das Problem ausschließlich bei den Kameraleuten. Ich glaube auch nicht, dass Johanna etwas anderes anziehen wollen würde. Hat sie auch nie angedeutet, dass das nicht ihren Wünschen entsprechen würde und da hat sie wie gesagt auch freie Wahl.",-1,-1,0,0,-1,0,-1,-1,0,-1
5107,Ich bin für die Burka im österreichischen Damensport. Im Sinne der Regionalität und Nachhaltigkeit natürlich eine Lodenburka. Dann ist Schluß mit der Gafferei.,-1,-1,2,2,-1,2,-1,-1,3,-1
5108,Gibt es derartige Aufnahmen nur von ihr oder sind andere (egal ob Damen oder Herren) auch betroffen? Grundsätzlich werden ja alle aus einer ähnlichen Position gefilmt.,-1,-1,0,0,-1,0,-1,-1,0,-1
5109,"Eben und genau das ist es: ein Mann, der nicht bereit ist über soziale Themen zu diskutieren weil er sich dann vielleicht  mit seinem eigenen Privilegierten-Status auseinandersetzen müsste, macht sich auch vermehrt für Frauen unattraktiv. Es ändert sich langsam was. Daher ist ja auch die Diskussion müßig, ob erfolgreiche Frauen weniger Chancen am Datingmarkt haben. Ja, haben sie. Ist logisch von beiden Seiten. Die viel interessantere Diskussion ist, warum Frau sich unbedingt um jeden Preis auf den Datingmarkt schmeißen und ihre Ansprüche an einen Partner herunterschrauben sollte. Welchen Benefit hat sie von einem Partner, der sie langfristig langweilt oder nervt, weil er kopfmäßig Jahre hinter ihr ist? Sex kann man auch so haben",-1,-1,0,0,-1,0,-1,-1,2,-1
5110,"Sie sucht die 10/10, höchstens die 9/10.Aber diese Männer haben so viel Auswahl, die schlafen vielleicht mit ihr und sobald es ernst/lästig wird ist da schon die Nächste die ihm hinterher eifert.",-1,-1,0,0,-1,0,-1,-1,3,-1
